image,annotations__label,annotations__coordinates__x,annotations__coordinates__y,annotations__coordinates__width,annotations__coordinates__height
,Broken,1197,800,899,533
,Broken,1012,1,1193,2133
,No issues,1212,409,933,536
,No issues,1080,1570,933,536
100220v.JPG,No issues,1253,1594,933,536
,Broken,1159,410,883,579
,Broken,1197,802,899,533
,Broken,1012,1,1193,2133
,No issues,1212,1190,933,536
,No issues,1080,29,933,536
100220d.JPG,No issues,1029,1594,933,536
,Broken,1173,410,883,579
,Broken,1119,802,899,533
,Broken,1010,1,1193,2133
,No issues,1070,1190,933,536
,No issues,1202,29,933,536
130061.jpg,No issues,1662,729,531,303
,No issues,1646,99,551,442
,Broken,1676,1511,515,277
,Broken,1666,1805,511,277
,Broken,1618,71,598,2735
,No issues,1665,398,531,303
,No issues,1655,563,531,303
,No issues,1672,884,531,303
,No issues,1672,1039,531,303
,No issues,1672,1198,531,303
,No issues,1672,1342,531,303
,No issues,1684,2082,496,283
,No issues,1687,2217,496,283
,No issues,1699,2366,496,283
,No issues,1697,2506,496,283
130061h.jpg,No issues,2094,729,531,303
,No issues,2090,99,551,442
,Broken,2096,1511,515,277
,Broken,2110,1805,511,277
,Broken,2071,71,598,2735
,No issues,2091,398,531,303
,No issues,2101,563,531,303
,No issues,2084,884,531,303
,No issues,2084,1039,531,303
,No issues,2084,1198,531,303
,No issues,2084,1342,531,303
,No issues,2107,2082,496,283
,No issues,2104,2217,496,283
,No issues,2092,2366,496,283
,No issues,2094,2506,496,283
130061d.jpg,No issues,2094,1815,531,303
,No issues,2090,2306,551,442
,Broken,2096,1059,515,277
,Broken,2110,765,511,277
,Broken,2071,41,598,2735
,No issues,2091,2146,531,303
,No issues,2101,1981,531,303
,No issues,2084,1660,531,303
,No issues,2084,1505,531,303
,No issues,2084,1346,531,303
,No issues,2084,1202,531,303
,No issues,2107,482,496,283
,No issues,2104,347,496,283
,No issues,2092,198,496,283
,No issues,2094,58,496,283
150394.JPG,No issues,1,1522,1661,1193
,No issues,3488,984,465,544
,Broken,2757,1610,400,393
,Broken,2099,1,3554,2558
,No issues,2116,1974,472,565
,No issues,2398,1792,472,565
,No issues,2944,1394,496,534
,No issues,3224,1186,496,534
,No issues,3776,770,496,534
,No issues,4072,554,496,534
,No issues,4352,346,496,534
,No issues,4648,130,496,534
,No issues,4960,0,480,460
,No issues,1200,2104,406,604
,No issues,906,1994,406,604
,No issues,618,1882,406,604
,No issues,298,1762,406,604
,No issues,10,1658,406,604
150394h.JPG,No issues,4337,1522,1661,1193
,No issues,2046,984,465,544
,Broken,2842,1610,400,393
,Broken,346,1,3554,2558
,No issues,3411,1974,472,565
,No issues,3129,1792,472,565
,No issues,2559,1394,496,534
,No issues,2279,1186,496,534
,No issues,1727,770,496,534
,No issues,1431,554,496,534
,No issues,1151,346,496,534
,No issues,855,130,496,534
,No issues,559,0,480,460
,No issues,4393,2104,406,604
,No issues,4687,1994,406,604
,No issues,4975,1882,406,604
,No issues,5295,1762,406,604
,No issues,5583,1658,406,604
150394v.JPG,No issues,1,1284,1661,1193
,No issues,3488,2471,465,544
,Broken,2757,1996,400,393
,Broken,2099,1440,3554,2558
,No issues,2116,1460,472,565
,No issues,2398,1642,472,565
,No issues,2944,2071,496,534
,No issues,3224,2279,496,534
,No issues,3776,2695,496,534
,No issues,4072,2911,496,534
,No issues,4352,3119,496,534
,No issues,4648,3335,496,534
,No issues,4960,3539,480,460
,No issues,1200,1291,406,604
,No issues,906,1401,406,604
,No issues,618,1513,406,604
,No issues,298,1633,406,604
,No issues,10,1737,406,604
150638 (2).JPG,No issues,2485,3095,704,394
,No issues,2485,2419,704,366
,Flashover damage,2485,1151,685,366
,Flashover damage,2494,1405,676,385
,Flashover damage,2400,447,855,3554
,No issues,2467,638,704,366
,No issues,2478,886,698,376
,No issues,2477,1149,698,376
,No issues,2477,1659,698,376
,No issues,2480,1907,698,376
,No issues,2484,2152,698,376
,No issues,2479,2641,704,366
,No issues,2491,2877,704,366
,Flashover damage,2504,3311,676,385
,No issues,2499,3529,704,394
150638 (2)h.JPG,No issues,2810,3095,704,394
,No issues,2810,2419,704,366
,Flashover damage,2829,1151,685,366
,Flashover damage,2829,1405,676,385
,Flashover damage,2744,447,855,3554
,No issues,2828,638,704,366
,No issues,2823,886,698,376
,No issues,2824,1149,698,376
,No issues,2824,1659,698,376
,No issues,2821,1907,698,376
,No issues,2817,2152,698,376
,No issues,2816,2641,704,366
,No issues,2804,2877,704,366
,Flashover damage,2819,3311,676,385
,No issues,2796,3529,704,394
150638 (2)v.JPG,No issues,2485,510,704,394
,No issues,2485,1214,704,366
,Flashover damage,2485,2482,685,366
,Flashover damage,2494,2209,676,385
,Flashover damage,2400,0,855,3554
,No issues,2467,2995,704,366
,No issues,2478,2737,698,376
,No issues,2477,2474,698,376
,No issues,2477,1964,698,376
,No issues,2480,1716,698,376
,No issues,2484,1471,698,376
,No issues,2479,992,704,366
,No issues,2491,756,704,366
,Flashover damage,2504,303,676,385
,No issues,2499,76,704,394
160442h.JPG,No issues,2092,1904,589,351
,Flashover damage,2074,1302,597,457
,Flashover damage,2010,1268,716,1741
,No issues,2079,1653,589,351
,No issues,2103,2141,589,351
,No issues,2105,2406,589,351
,No issues,2110,2643,589,351
160442v.JPG,No issues,1830,752,589,351
,Flashover damage,1840,1248,597,457
,Flashover damage,1785,0,716,1741
,No issues,1843,1003,589,351
,No issues,1819,515,589,351
,No issues,1817,250,589,351
,No issues,1812,13,589,351
160936.JPG,No issues,1907,1747,965,548
,Broken,1909,865,986,567
,Broken,1885,12,1053,2997
,No issues,1899,0,1020,548
,No issues,1905,430,1020,548
,No issues,1888,1304,1020,548
,No issues,1901,2157,965,548
,No issues,1890,2583,979,425
160936h.JPG,No issues,1639,1747,965,548
,Broken,1616,865,986,567
,Broken,1573,12,1053,2997
,No issues,1592,0,1020,548
,No issues,1586,430,1020,548
,No issues,1603,1304,1020,548
,No issues,1645,2157,965,548
,No issues,1642,2583,979,425
160936d.JPG,No issues,1639,712,965,548
,Broken,1616,1575,986,567
,Broken,1573,0,1053,2997
,No issues,1592,2459,1020,548
,No issues,1586,2029,1020,548
,No issues,1603,1155,1020,548
,No issues,1645,302,965,548
,No issues,1642,0,979,425
161315.JPG,No issues,1779,2608,454,235
,No issues,1777,2163,434,233
,Flashover damage,1759,1935,458,230
,Flashover damage,1747,1389,455,334
,Flashover damage,1726,1343,510,1666
,No issues,1749,1691,450,257
,No issues,1776,2364,450,252
,No issues,1795,2805,440,203
161315h.JPG,No issues,2278,2608,454,235
,No issues,2300,2163,434,233
,Flashover damage,2294,1935,458,230
,Flashover damage,2309,1389,455,334
,Flashover damage,2275,1343,510,1666
,No issues,2312,1691,450,257
,No issues,2285,2364,450,252
,No issues,2276,2805,440,203
161315d.JPG,No issues,2278,164,454,235
,No issues,2300,611,434,233
,Flashover damage,2294,842,458,230
,Flashover damage,2309,1284,455,334
,Flashover damage,2275,0,510,1666
,No issues,2312,1059,450,257
,No issues,2285,391,450,252
,No issues,2276,0,440,203
170042h.JPG,No issues,1583,3494,363,156
,No issues,1626,2598,372,183
,No issues,1615,2898,359,174
,No issues,1599,3199,367,166
,Flashover damage,1648,2072,364,268
,Flashover damage,1517,2068,548,2142
,No issues,1627,2443,372,183
,Flashover damage,1646,2305,354,178
,Flashover damage,1626,2747,354,178
,No issues,1608,3036,359,174
,No issues,1595,3328,359,174
,No issues,1584,3468,359,174
,No issues,1581,3624,359,174
,No issues,1572,3770,359,174
,No issues,1570,3915,359,174
170042v.JPG,No issues,1444,1430,363,156
,No issues,1392,2299,372,183
,No issues,1416,2008,359,174
,No issues,1424,1715,367,166
,Flashover damage,1378,2740,364,268
,Flashover damage,1325,870,548,2142
,No issues,1391,2454,372,183
,Flashover damage,1390,2597,354,178
,Flashover damage,1410,2155,354,178
,No issues,1423,1870,359,174
,No issues,1436,1578,359,174
,No issues,1447,1438,359,174
,No issues,1450,1282,359,174
,No issues,1459,1136,359,174
,No issues,1461,991,359,174
170042d.JPG,No issues,1583,1430,363,156
,No issues,1626,2299,372,183
,No issues,1615,2008,359,174
,No issues,1599,1715,367,166
,Flashover damage,1648,2740,364,268
,Flashover damage,1517,870,548,2142
,No issues,1627,2454,372,183
,Flashover damage,1646,2597,354,178
,Flashover damage,1626,2155,354,178
,No issues,1608,1870,359,174
,No issues,1595,1578,359,174
,No issues,1584,1438,359,174
,No issues,1581,1282,359,174
,No issues,1572,1136,359,174
,No issues,1570,991,359,174
170166.JPG,No issues,963,433,431,228
,Broken,954,840,410,230
,Broken,844,11,593,2126
,Flashover damage,1002,11,424,233
,Flashover damage,986,233,421,230
,No issues,949,625,439,247
,No issues,913,1023,439,247
,No issues,893,1225,439,247
,No issues,886,1417,439,247
,No issues,868,1620,439,247
,No issues,850,1818,439,247
170166h.JPG,No issues,1821,433,431,228
,Broken,1851,840,410,230
,Broken,1778,11,593,2126
,Flashover damage,1789,11,424,233
,Flashover damage,1808,233,421,230
,No issues,1827,625,439,247
,No issues,1863,1023,439,247
,No issues,1883,1225,439,247
,No issues,1890,1417,439,247
,No issues,1908,1620,439,247
,No issues,1926,1818,439,247
170313 (2).JPG,No issues,1552,2159,461,269
,No issues,1593,1754,461,264
,Flashover damage,1638,1000,468,386
,Flashover damage,1525,973,591,1484
,No issues,1623,1314,460,282
,No issues,1604,1533,460,282
,No issues,1570,1945,461,264
170313 (2)v.JPG,No issues,1552,27,461,269
,No issues,1593,437,461,264
,Flashover damage,1638,1069,468,386
,Flashover damage,1525,0,591,1484
,No issues,1623,859,460,282
,No issues,1604,640,460,282
,No issues,1570,246,461,264
170313 (2)d.JPG,No issues,1666,27,461,269
,No issues,1625,437,461,264
,Flashover damage,1573,1069,468,386
,Flashover damage,1563,0,591,1484
,No issues,1596,859,460,282
,No issues,1615,640,460,282
,No issues,1648,246,461,264
170621 (2).JPG,Broken,1666,910,680,462
,No issues,1706,642,680,462
,No issues,1771,356,680,462
,No issues,1833,70,680,462
,No issues,1599,1185,680,462
,No issues,1528,1462,680,462
,No issues,1468,1739,680,462
,No issues,1414,1993,680,462
,No issues,1334,0,1276,2455
170621 (2)d.JPG,Broken,1333,1083,680,462
,No issues,1293,1351,680,462
,No issues,1228,1637,680,462
,No issues,1166,1923,680,462
,No issues,1400,808,680,462
,No issues,1471,531,680,462
,No issues,1531,254,680,462
,No issues,1585,0,680,462
,No issues,1069,0,1276,2455
100268v.JPG,No issues,1220,1666,533,296
,No issues,1217,1226,521,278
,No issues,1199,1014,530,278
,Broken,1193,569,506,239
,Broken,1163,437,642,1697
,No issues,1242,1885,531,250
,No issues,1224,1447,533,296
,No issues,1205,1010,533,296
,No issues,1190,796,533,296
100268d.JPG,No issues,1462,1666,533,296
,No issues,1477,1226,521,278
,No issues,1486,1014,530,278
,Broken,1516,569,506,239
,Broken,1410,437,642,1697
,No issues,1442,1885,531,250
,No issues,1458,1447,533,296
,No issues,1477,1010,533,296
,No issues,1492,796,533,296
130107.jpg,No issues,1315,2117,802,590
,Broken,1773,646,792,596
,Broken,1164,592,1415,2255
,No issues,1677,1000,785,624
,No issues,1558,1363,785,624
,No issues,1440,1732,785,624
,No issues,1204,2475,795,373
130107h.jpg,No issues,2170,2117,802,590
,Broken,1722,646,792,596
,Broken,1708,592,1415,2255
,No issues,1825,1000,785,624
,No issues,1944,1363,785,624
,No issues,2062,1732,785,624
,No issues,2288,2475,795,373
130107d.jpg,No issues,2170,140,802,590
,Broken,1722,1605,792,596
,Broken,1708,0,1415,2255
,No issues,1825,1223,785,624
,No issues,1944,860,785,624
,No issues,2062,491,785,624
,No issues,2288,0,795,373
150446h.JPG,No issues,824,1808,869,1294
,Broken,2405,1393,1030,1297
,Broken,0,1376,3520,2111
,No issues,1861,1520,951,1334
,No issues,1355,1679,851,1302
,No issues,309,1948,851,1302
,No issues,0,2080,708,1303
150677.jpg,No issues,1258,1586,998,504
,Broken,1296,423,874,699
,Broken,1193,387,1112,2205
,No issues,1290,1029,998,579
,No issues,1236,1989,998,579
150677v.jpg,No issues,1258,501,998,504
,Broken,1296,1469,874,699
,Broken,1193,0,1112,2205
,No issues,1290,983,998,579
,No issues,1236,23,998,579
150677d.jpg,No issues,1615,501,998,504
,Broken,1701,1469,874,699
,Broken,1566,0,1112,2205
,No issues,1583,983,998,579
,No issues,1637,23,998,579
150950.jpg,No issues,1752,1658,799,436
,Flashover damage,1741,1974,788,472
,Flashover damage,1759,831,799,631
,Flashover damage,1694,791,918,1802
,No issues,1757,1300,793,483
,No issues,1728,2274,783,318
150950d.jpg,No issues,1320,497,799,436
,Flashover damage,1342,145,788,472
,Flashover damage,1313,1129,799,631
,Flashover damage,1259,0,918,1802
,No issues,1321,808,793,483
,No issues,1360,0,783,318
160516.JPG,No issues,1835,610,646,338
,No issues,1794,2253,607,316
,No issues,1836,892,640,337
,Flashover damage,1794,2497,606,312
,Flashover damage,1819,1692,611,363
,Flashover damage,1819,1174,640,346
,Flashover damage,1844,205,649,468
,Flashover damage,1773,155,783,2854
,No issues,1805,1436,640,337
,No issues,1790,1976,640,337
,No issues,1786,2759,607,249
160516h.JPG,No issues,2030,610,646,338
,No issues,2110,2253,607,316
,No issues,2035,892,640,337
,Flashover damage,2111,2497,606,312
,Flashover damage,2081,1692,611,363
,Flashover damage,2052,1174,640,346
,Flashover damage,2018,205,649,468
,Flashover damage,1955,155,783,2854
,No issues,2066,1436,640,337
,No issues,2081,1976,640,337
,No issues,2118,2759,607,249
160516v.JPG,No issues,1835,2059,646,338
,No issues,1794,438,607,316
,No issues,1836,1778,640,337
,Flashover damage,1794,198,606,312
,Flashover damage,1819,952,611,363
,Flashover damage,1819,1487,640,346
,Flashover damage,1844,2334,649,468
,Flashover damage,1773,0,783,2854
,No issues,1805,1234,640,337
,No issues,1790,694,640,337
,No issues,1786,0,607,249
160516d.JPG,No issues,2030,2059,646,338
,No issues,2110,438,607,316
,No issues,2035,1778,640,337
,Flashover damage,2111,198,606,312
,Flashover damage,2081,952,611,363
,Flashover damage,2052,1487,640,346
,Flashover damage,2018,2334,649,468
,Flashover damage,1955,0,783,2854
,No issues,2066,1234,640,337
,No issues,2081,694,640,337
,No issues,2118,0,607,249
161034.JPG,No issues,1962,1597,479,270
,No issues,1952,1414,493,276
,Flashover damage,1958,2459,472,239
,Flashover damage,1958,2282,476,266
,Flashover damage,1945,1768,493,278
,Flashover damage,1941,526,518,421
,Flashover damage,1895,475,606,2534
,No issues,1948,844,501,301
,No issues,1946,1034,501,301
,No issues,1944,1218,501,301
,Flashover damage,1949,1932,493,278
,No issues,1940,2096,493,276
,No issues,1944,2730,493,276
,Flashover damage,1958,2609,472,258
161034h.JPG,No issues,2070,1597,479,270
,No issues,2066,1414,493,276
,Flashover damage,2081,2459,472,239
,Flashover damage,2077,2282,476,266
,Flashover damage,2073,1768,493,278
,Flashover damage,2052,526,518,421
,Flashover damage,2010,475,606,2534
,No issues,2062,844,501,301
,No issues,2064,1034,501,301
,No issues,2066,1218,501,301
,Flashover damage,2069,1932,493,278
,No issues,2078,2096,493,276
,No issues,2074,2730,493,276
,Flashover damage,2081,2609,472,258
161388h.JPG,No issues,1555,2371,1049,611
,Flashover damage,1538,1920,1083,628
,Flashover damage,1521,804,1078,829
,Flashover damage,1496,753,1184,2256
,Flashover damage,1536,1425,1083,628
161388v.JPG,No issues,1907,25,1049,611
,Flashover damage,1890,459,1083,628
,Flashover damage,1912,1374,1078,829
,Flashover damage,1831,0,1184,2256
,Flashover damage,1892,954,1083,628
161388d.JPG,No issues,1555,25,1049,611
,Flashover damage,1538,459,1083,628
,Flashover damage,1521,1374,1078,829
,Flashover damage,1496,0,1184,2256
,Flashover damage,1536,954,1083,628
170059.JPG,No issues,1805,854,272,414
,Broken,1421,771,290,435
,Broken,7,447,2589,940
,No issues,2,444,370,450
,No issues,207,472,316,438
,No issues,351,516,313,438
,No issues,484,556,313,448
,No issues,621,583,308,449
,No issues,759,616,297,443
,No issues,898,651,305,446
,No issues,1025,674,303,446
,No issues,1165,697,287,452
,No issues,1291,727,287,452
,No issues,1529,808,308,417
,No issues,1683,835,277,409
,No issues,1939,880,272,414
,No issues,2060,904,272,414
,No issues,2182,931,272,414
,No issues,2306,949,272,414
170059h.JPG,No issues,1138,854,272,414
,Broken,1504,771,290,435
,Broken,619,447,2589,940
,No issues,2843,444,370,450
,No issues,2692,472,316,438
,No issues,2551,516,313,438
,No issues,2418,556,313,448
,No issues,2286,583,308,449
,No issues,2159,616,297,443
,No issues,2012,651,305,446
,No issues,1887,674,303,446
,No issues,1763,697,287,452
,No issues,1637,727,287,452
,No issues,1378,808,308,417
,No issues,1255,835,277,409
,No issues,1004,880,272,414
,No issues,883,904,272,414
,No issues,761,931,272,414
,No issues,637,949,272,414
170059v.JPG,No issues,1805,867,272,414
,Broken,1421,929,290,435
,Broken,7,748,2589,940
,No issues,2,1241,370,450
,No issues,207,1225,316,438
,No issues,351,1181,313,438
,No issues,484,1131,313,448
,No issues,621,1103,308,449
,No issues,759,1076,297,443
,No issues,898,1038,305,446
,No issues,1025,1015,303,446
,No issues,1165,986,287,452
,No issues,1291,956,287,452
,No issues,1529,910,308,417
,No issues,1683,891,277,409
,No issues,1939,841,272,414
,No issues,2060,817,272,414
,No issues,2182,790,272,414
,No issues,2306,772,272,414
170170.JPG,No issues,1005,2418,235,133
,No issues,1007,2311,242,119
,No issues,1003,2185,244,127
,No issues,1009,1821,241,129
,No issues,1010,1705,240,122
,No issues,1006,1582,252,125
,No issues,1009,1329,250,122
,No issues,1003,1196,250,137
,No issues,1010,1075,252,126
,No issues,1009,811,244,131
,Flashover damage,1004,648,244,169
,Flashover damage,1002,1452,253,130
,Flashover damage,1003,2069,244,120
,Flashover damage,1003,2551,240,122
,Flashover damage,1003,945,255,127
,Flashover damage,1001,1956,243,115
,Flashover damage,983,620,316,2122
170170v.JPG,No issues,1005,664,235,133
,No issues,1007,785,242,119
,No issues,1003,903,244,127
,No issues,1009,1265,241,129
,No issues,1010,1388,240,122
,No issues,1006,1508,252,125
,No issues,1009,1764,250,122
,No issues,1003,1882,250,137
,No issues,1010,2014,252,126
,No issues,1009,2273,244,131
,Flashover damage,1004,2398,244,169
,Flashover damage,1002,1633,253,130
,Flashover damage,1003,1026,244,120
,Flashover damage,1003,542,240,122
,Flashover damage,1003,2143,255,127
,Flashover damage,1001,1144,243,115
,Flashover damage,983,473,316,2122
170170d.JPG,No issues,895,664,235,133
,No issues,886,785,242,119
,No issues,888,903,244,127
,No issues,885,1265,241,129
,No issues,885,1388,240,122
,No issues,877,1508,252,125
,No issues,876,1764,250,122
,No issues,882,1882,250,137
,No issues,873,2014,252,126
,No issues,882,2273,244,131
,Flashover damage,887,2398,244,169
,Flashover damage,880,1633,253,130
,Flashover damage,888,1026,244,120
,Flashover damage,892,542,240,122
,Flashover damage,877,2143,255,127
,Flashover damage,891,1144,243,115
